"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Dec-2025"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"TATASTEEL","EQ","    186.94","29-OCT-2025","    122.62","13-JAN-2025"
"TATATECH","EQ","    942.00","16-DEC-2024","    597.00","07-APR-2025"
"TATSILV","EQ","     19.00","12-DEC-2025","      8.40","20-DEC-2024"
"TATVA","EQ","   1610.00","18-NOV-2025","    621.00","17-MAR-2025"
"TAURIAN","ST","    425.00","06-OCT-2025","    193.90","09-DEC-2025"
"TBI","SM","    222.00","17-DEC-2024","     75.20","28-MAR-2025"
"TBOTEK","EQ","   1845.55","06-JAN-2025","    996.00","07-APR-2025"
"TBZ","EQ","    284.40","16-DEC-2024","    155.99","04-MAR-2025"
"TCI","EQ","   1289.00","18-JUL-2025","    876.00","03-MAR-2025"
"TCIEXP","EQ","    867.00","17-DEC-2024","    550.05","09-DEC-2025"
"TCIFINANCE","EQ","     20.14","24-DEC-2024","     10.00","15-DEC-2025"
"TCL","SM","    153.30","26-DEC-2024","     77.15","17-MAR-2025"
"TCPLPACK","EQ","   4900.00","26-MAR-2025","   2930.00","15-DEC-2025"
"TCS","EQ","   4475.00","16-DEC-2024","   2866.60","01-OCT-2025"
"TDPOWERSYS","EQ","    849.95","03-NOV-2025","    293.00","03-MAR-2025"
"TEAMGTY","EQ","    332.55","08-DEC-2025","    149.20","14-JAN-2025"
"TEAMLEASE","EQ","   3103.00","06-JAN-2025","   1579.90","09-DEC-2025"
"TECH","EQ","     49.77","18-DEC-2024","     33.41","07-APR-2025"
"TECHD","ST","    843.60","04-NOV-2025","    366.70","22-SEP-2025"
"TECHERA","ST","    325.70","29-OCT-2025","    115.60","06-MAY-2025"
"TECHINAV","EQ","-","-","-","-"
"TECHLABS","SM","   1670.00","09-JAN-2025","    295.70","15-DEC-2025"
"TECHM","EQ","   1793.50","16-DEC-2024","   1209.40","07-APR-2025"
"TECHNOE","EQ","   1720.00","01-JAN-2025","    785.15","07-APR-2025"
"TECILCHEM","EQ","     42.16","11-APR-2025","     14.66","11-JUL-2025"
"TEGA","EQ","   2125.00","17-SEP-2025","   1200.05","07-APR-2025"
"TEJASCARGO","SM","    363.60","11-NOV-2025","    141.05","18-MAR-2025"
"TEJASNET","EQ","   1342.60","16-DEC-2024","    456.05","09-DEC-2025"
"TEMBO","EQ","    905.00","03-JAN-2025","    386.00","09-MAY-2025"
"TENNIND","EQ","    517.00","19-NOV-2025","    454.70","15-DEC-2025"
"TERASOFT","BE","    598.00","17-NOV-2025","    159.55","10-JAN-2025"
"TEXINFRA","EQ","    154.95","17-DEC-2024","     85.35","18-FEB-2025"
"TEXMOPIPES","EQ","     70.27","16-DEC-2024","     44.50","07-APR-2025"
"TEXRAIL","EQ","    239.74","17-DEC-2024","    116.00","09-DEC-2025"
"TFCILTD","EQ","     75.90","07-OCT-2025","     24.46","12-FEB-2025"
"TFL","EQ","     25.38","16-DEC-2024","     11.75","18-NOV-2025"
"TGBHOTELS","EQ","     15.50","03-FEB-2025","      9.05","16-APR-2025"
"TGL","ST","    660.00","18-DEC-2024","     38.50","07-NOV-2025"
"THANGAMAYL","EQ","   3470.00","13-NOV-2025","   1523.10","24-FEB-2025"
"THEINVEST","EQ","    213.50","17-DEC-2024","    111.15","07-APR-2025"
"THEJO","EQ","   2485.80","30-JUL-2025","   1446.00","07-APR-2025"
"THELEELA","EQ","    474.40","23-JUL-2025","    382.50","19-JUN-2025"
"THEMISMED","EQ","    290.55","16-DEC-2024","     98.00","29-AUG-2025"
"THERMAX","EQ","   4989.00","17-DEC-2024","   2742.70","08-DEC-2025"
"THESL","SM","     50.90","06-JAN-2025","     25.70","12-MAR-2025"
"THOMASCOOK","EQ","    224.50","17-DEC-2024","    118.25","18-FEB-2025"
"THOMASCOTT","EQ","    509.00","26-DEC-2024","    274.75","18-MAR-2025"
"THYROCARE","EQ","    536.67","18-NOV-2025","    219.33","04-MAR-2025"
"TI","EQ","    549.70","31-OCT-2025","    199.53","07-APR-2025"
"TICL","BE","     59.23","07-FEB-2025","     19.35","25-SEP-2025"
"TIGERLOGS","EQ","     56.69","18-SEP-2025","     36.00","08-DEC-2025"
"TIIL","EQ","   3383.00","28-JUL-2025","   2050.00","07-APR-2025"
"TIINDIA","EQ","   3825.00","20-DEC-2024","   2407.10","28-FEB-2025"
"TIJARIA","EQ","     14.20","20-DEC-2024","      4.88","01-APR-2025"
"TIL","EQ","    409.00","04-JUL-2025","    165.40","17-MAR-2025"
"TIMESCAN","SM","     72.20","16-DEC-2024","     38.40","17-APR-2025"
"TIMETECHNO","EQ","    254.00","02-JAN-2025","    153.30","09-MAY-2025"
"TIMKEN","EQ","   3575.00","23-JUL-2025","   2202.00","07-APR-2025"
"TINNARUBR","EQ","   1088.85","23-APR-2025","    765.00","09-DEC-2025"
"TIPSFILMS","EQ","    718.00","27-DEC-2024","    363.60","01-DEC-2025"
"TIPSMUSIC","EQ","    842.95","17-DEC-2024","    483.00","10-NOV-2025"
"TIRUMALCHM","EQ","    377.70","16-DEC-2024","    201.27","03-MAR-2025"
"TIRUPATI","ST","    997.00","10-FEB-2025","    452.95","29-MAY-2025"
"TIRUPATIFL","EQ","     72.88","17-DEC-2024","     28.21","07-MAY-2025"
"TITAGARH","EQ","   1370.00","16-DEC-2024","    654.55","04-MAR-2025"
"TITAN","EQ","   3956.00","20-NOV-2025","   2925.00","07-APR-2025"
"TMB","EQ","    557.00","01-DEC-2025","    401.00","07-APR-2025"
"TMCV","EQ","    382.95","10-DEC-2025","    306.30","14-NOV-2025"
"TMPV","EQ","    810.00","09-JAN-2025","    341.40","11-DEC-2025"
"TNIDETF","EQ","    104.78","17-DEC-2024","     76.95","07-APR-2025"
"TNIDETINAV","EQ","-","-","-","-"
"TNPETRO","EQ","    129.89","03-NOV-2025","     63.66","18-MAR-2025"
"TNPL","EQ","    216.59","20-DEC-2024","    115.50","07-APR-2025"
"TNTELE","EQ","     26.00","14-JUL-2025","      7.94","07-APR-2025"
"TOKYOPLAST","EQ","    161.00","02-JUN-2025","    104.15","08-DEC-2025"
"TOLINS","EQ","    225.09","17-DEC-2024","    107.72","04-MAR-2025"
"TOP100CASE","EQ","     11.46","30-OCT-2025","      8.01","07-APR-2025"
"TOP100INAV","EQ","-","-","-","-"
"TOP10ADD","EQ","    103.43","01-JUL-2025","     86.50","07-APR-2025"
"TOP10AINAV","EQ","-","-","-","-"
"TOP15IETF","EQ","     11.33","23-OCT-2025","     10.00","01-SEP-2025"
"TOPETFINAV","EQ","-","-","-","-"
"TORNTPHARM","EQ","   3882.20","11-NOV-2025","   2886.45","03-MAR-2025"
"TORNTPOWER","EQ","   1670.00","16-DEC-2024","   1188.00","06-OCT-2025"
"TOTAL","EQ","     93.50","26-MAY-2025","     61.99","12-FEB-2025"
"TOUCHWOOD","EQ","    173.03","27-DEC-2024","     74.00","11-APR-2025"
"TPHQ","EQ","      2.79","20-DEC-2024","       .52","17-NOV-2025"
"TPLPLASTEH","EQ","    110.88","16-DEC-2024","     60.01","07-APR-2025"
"TRACXN","EQ","     82.50","16-DEC-2024","     39.88","09-DEC-2025"
"TRANSRAILL","EQ","    855.80","13-AUG-2025","    394.55","07-APR-2025"
"TRANSTEEL","SM","    167.95","03-DEC-2025","     79.75","18-DEC-2024"
"TRANSWIND","SM","     23.55","27-DEC-2024","     12.70","22-SEP-2025"
"TRANSWORLD","EQ","    477.00","16-DEC-2024","    167.11","11-DEC-2025"
"TRAVELFOOD","EQ","   1445.00","27-NOV-2025","   1008.50","04-AUG-2025"
"TREEHOUSE","EQ","     19.00","23-JAN-2025","      6.19","31-JUL-2025"
"TREJHARA","BE","    294.55","17-DEC-2024","    155.60","14-OCT-2025"
"TREL","EQ","     45.80","16-DEC-2024","     23.91","09-DEC-2025"
"TRENT","EQ","   7493.05","03-JAN-2025","   3930.10","11-DEC-2025"
"TRF","EQ","    502.55","24-DEC-2024","    272.25","09-DEC-2025"
"TRIDENT","EQ","     37.34","16-DEC-2024","     23.11","07-APR-2025"
"TRIDHYA","SM","     41.00","20-DEC-2024","     14.00","08-DEC-2025"
"TRIGYN","EQ","    122.40","15-JAN-2025","     66.60","28-MAR-2025"
"TRITURBINE","EQ","    837.40","18-DEC-2024","    460.30","03-MAR-2025"
"TRIVENI","EQ","    536.00","30-DEC-2024","    313.10","07-APR-2025"
"TROM","SM","    280.00","24-DEC-2024","     67.90","09-DEC-2025"
"TRU","EQ","     21.44","23-DEC-2024","      6.61","28-APR-2025"
"TRUALT","EQ","    549.00","03-OCT-2025","    388.45","09-DEC-2025"
"TRUST","ST","    185.00","17-DEC-2024","     42.70","26-SEP-2025"
"TSC","SM","     79.30","19-AUG-2025","     48.10","12-DEC-2025"
"TSFINV","EQ","    701.50","14-OCT-2025","    240.00","28-FEB-2025"
"TTKHLTCARE","EQ","   1594.95","17-DEC-2024","   1040.00","15-DEC-2025"
"TTKPRESTIG","EQ","    877.80","16-DEC-2024","    582.45","17-MAR-2025"
"TTL","EQ","     16.80","17-DEC-2024","      8.25","21-NOV-2025"
"TTML","EQ","     86.60","18-DEC-2024","     44.52","08-DEC-2025"
"TUNWAL","SM","     52.40","17-DEC-2024","     27.25","17-MAR-2025"
"TVSELECT","BE","    739.35","27-OCT-2025","    271.45","03-MAR-2025"
"TVSHLTD","EQ","  16297.00","18-NOV-2025","   7855.25","28-FEB-2025"
"TVSINVIT","IV","    110.00","26-NOV-2025","    100.20","09-JUL-2025"
"TVSMOTOR","EQ","   3720.00","23-OCT-2025","   2171.40","13-JAN-2025"
"TVSSCS","EQ","    190.00","16-DEC-2024","    100.01","09-DEC-2025"
"TVSSRICHAK","EQ","   4775.80","25-NOV-2025","   2431.80","07-APR-2025"
"TVTODAY","EQ","    226.99","09-JAN-2025","    130.57","09-DEC-2025"
"TVVISION","EQ","     27.90","16-DEC-2024","      3.65","14-FEB-2025"
"UBL","EQ","   2299.70","03-FEB-2025","   1616.00","09-DEC-2025"
"UCAL","EQ","    252.40","23-DEC-2024","    108.00","09-DEC-2025"
"UCL","SM","     67.10","10-FEB-2025","     38.00","08-SEP-2025"
"UCOBANK","EQ","     48.30","16-DEC-2024","     26.81","07-APR-2025"
"UDS","EQ","    418.00","18-DEC-2024","    164.18","09-DEC-2025"
"UEL","BE","    157.66","08-DEC-2025","     72.27","02-APR-2025"
"UFBL","EQ","    504.70","16-DEC-2024","    173.75","09-DEC-2025"
"UFLEX","EQ","    685.60","23-MAY-2025","    438.00","03-MAR-2025"
"UFO","EQ","    114.89","17-DEC-2024","     59.95","09-MAY-2025"
"UGARSUGAR","EQ","     74.70","16-DEC-2024","     38.91","14-AUG-2025"
"UGROCAP","EQ","    249.90","08-JAN-2025","    142.40","07-APR-2025"
"UHTL","SM","    111.05","17-DEC-2024","     51.50","09-MAY-2025"
"UJJIVANSFB","EQ","     56.30","01-DEC-2025","     30.88","28-JAN-2025"
"ULTRACEMCO","EQ","  13097.00","04-SEP-2025","  10047.85","28-FEB-2025"
"UMA","SM","     45.05","03-JAN-2025","     19.00","28-NOV-2025"
"UMAEXPORTS","EQ","    134.86","31-DEC-2024","     37.91","09-DEC-2025"
"UMESLTD","EQ","      8.19","16-DEC-2024","      4.16","05-DEC-2025"
"UMIYA-MRO","EQ","    110.90","17-OCT-2025","     56.81","12-MAY-2025"
"UNGOLDINAV","EQ","-","-","-","-"
"UNICHEMLAB","EQ","    836.40","16-DEC-2024","    432.05","09-DEC-2025"
"UNIDT","EQ","    286.95","17-DEC-2024","    184.46","09-JUN-2025"
"UNIECOM","EQ","    181.98","16-DEC-2024","     96.03","03-MAR-2025"
"UNIENTER","EQ","    192.68","18-DEC-2024","    129.44","18-FEB-2025"
"UNIHEALTH","ST","    390.60","27-NOV-2025","    120.00","12-FEB-2025"
"UNIINFO","EQ","     48.90","19-DEC-2024","     13.94","01-APR-2025"
"UNILEX","SM","     89.00","06-JAN-2025","     30.70","05-DEC-2025"
"UNIMECH","EQ","   1523.75","02-JAN-2025","    850.00","17-MAR-2025"
"UNIONBANK","EQ","    160.15","02-DEC-2025","    100.81","13-JAN-2025"
"UNIONGOLD","EQ","    134.40","15-DEC-2025","     82.00","11-MAR-2025"
"UNIPARTS","EQ","    543.95","16-OCT-2025","    296.65","07-APR-2025"
"UNITDSPR","EQ","   1700.00","03-JAN-2025","   1271.10","04-MAR-2025"
"UNITECH","EQ","     10.81","21-JAN-2025","      5.50","07-MAY-2025"
"UNITEDPOLY","BE","     51.16","26-SEP-2025","     11.90","04-MAR-2025"
"UNITEDTEA","EQ","    619.00","01-JAN-2025","    350.10","13-MAR-2025"
"UNIVAFOODS","BE","     14.24","15-DEC-2025","      8.38","09-SEP-2024"
"UNIVASTU","EQ","    115.12","15-JAN-2025","     63.02","09-DEC-2025"
"UNIVCABLES","EQ","   1008.00","03-DEC-2025","    407.25","09-APR-2025"
"UNIVPHOTO","EQ","    333.40","03-JUL-2025","    174.00","07-APR-2025"
"UNOMINDA","EQ","   1382.00","07-OCT-2025","    767.60","07-APR-2025"
"UPL","EQ","    776.00","18-NOV-2025","    493.00","31-DEC-2024"
"URAVIDEF","EQ","    584.00","26-MAY-2025","    152.82","10-DEC-2025"
"URBAN","SM","    347.58","16-DEC-2024","    136.05","13-MAR-2025"
"URBANCO","EQ","    201.18","22-SEP-2025","    121.40","15-DEC-2025"
"URJA","EQ","     18.35","16-DEC-2024","     10.87","04-MAR-2025"
"USASEEDS","SM","    220.08","25-AUG-2025","     91.49","26-MAR-2025"
"USHAFIN","SM","     66.45","03-JAN-2025","     24.33","01-APR-2025"
"USHAMART","EQ","    497.10","10-NOV-2025","    278.55","18-FEB-2025"
"USK","EQ","     61.20","08-JAN-2025","     21.98","09-DEC-2025"
"UTIAMC","EQ","   1494.80","22-JUL-2025","    905.00","19-FEB-2025"
"UTIBANINAV","EQ","-","-","-","-"
"UTIBANKETF","EQ","     63.10","15-DEC-2025","     48.71","11-MAR-2025"
"UTINEXINAV","EQ","-","-","-","-"
"UTINEXT50","EQ","     79.10","21-OCT-2025","     59.90","03-MAR-2025"
"UTINIFINAV","EQ","-","-","-","-"
"UTINIFTETF","EQ","    297.48","01-DEC-2025","    235.00","07-APR-2025"
"UTISENINAV","EQ","-","-","-","-"
"UTISENSETF","EQ","    952.48","01-DEC-2025","    779.95","07-APR-2025"
"UTISXN50","EQ","    102.25","17-SEP-2025","     66.72","24-JAN-2025"
"UTISXNINAV","EQ","-","-","-","-"
"UTKARSHBNK","EQ","     32.29","16-DEC-2024","     14.00","09-DEC-2025"
"UTLSOLAR","EQ","    230.99","20-NOV-2025","    195.64","03-DEC-2025"
"UTSSAV","SM","    315.25","27-DEC-2024","    145.05","03-MAR-2025"
"UTTAMSUGAR","EQ","    330.45","26-MAY-2025","    171.51","04-MAR-2025"
"UWCSL","SM","    200.30","19-DEC-2024","    101.20","17-OCT-2025"
"UYFINCORP","BE","     26.99","19-DEC-2024","     11.16","29-AUG-2025"
"V2RETAIL","EQ","   2564.10","03-NOV-2025","   1390.20","20-FEB-2025"
"VADILALIND","EQ","   7398.50","14-MAY-2025","   3414.05","22-JAN-2025"
"VAIBHAVGBL","EQ","    338.55","17-DEC-2024","    195.00","07-APR-2025"
"VAISHALI","EQ","     20.10","16-DEC-2024","      7.75","11-DEC-2025"
"VAKRANGEE","EQ","     38.20","08-JAN-2025","      7.62","09-DEC-2025"
"VAL30IETF","EQ","     14.68","14-NOV-2025","     10.96","03-MAR-2025"
"VAL30IINAV","EQ","-","-","-","-"
"VALIANTLAB","EQ","    120.56","19-DEC-2024","     63.86","03-DEC-2025"
"VALIANTORG","EQ","    507.80","12-JUN-2025","    227.05","17-MAR-2025"
"VARDHACRLC","EQ","     58.95","16-DEC-2024","     36.27","11-DEC-2025"
"VARDMNPOLY","EQ","     15.39","10-JAN-2025","      5.38","15-DEC-2025"
"VARROC","EQ","    694.70","01-DEC-2025","    374.10","07-APR-2025"
"VASA","SM","      6.70","03-JAN-2025","      3.50","20-JUN-2025"
"VASCONEQ","EQ","     74.59","10-OCT-2025","     31.98","03-MAR-2025"
"VASWANI","EQ","     69.99","13-NOV-2025","     33.30","04-MAR-2025"
"VBL","EQ","    663.60","02-JAN-2025","    419.55","03-MAR-2025"
"VCL","BE","      2.66","10-DEC-2025","       .60","28-MAR-2025"
"VDEAL","SM","    260.00","27-NOV-2025","    100.25","27-MAR-2025"
"VEDL","EQ","    551.80","15-DEC-2025","    363.00","07-APR-2025"
"VEEDOL","EQ","   2035.00","19-SEP-2025","   1305.00","07-APR-2025"
"VEEKAYEM","SM","    318.00","02-SEP-2025","    190.00","09-DEC-2025"
"VELS","SM","     94.50","03-JUN-2025","     35.15","20-JAN-2025"
"VENKEYS","EQ","   2026.60","07-FEB-2025","   1315.00","24-NOV-2025"
"VENTIVE","EQ","    840.00","13-MAY-2025","    523.40","03-MAR-2025"
"VENUSPIPES","EQ","   1660.00","22-JUL-2025","   1005.30","07-APR-2025"
"VENUSREM","BE","    839.80","12-DEC-2025","    270.25","28-JAN-2025"
"VERA","SM","    100.00","30-DEC-2024","     66.00","20-MAY-2025"
"VERANDA","EQ","    272.50","28-OCT-2025","    178.10","15-DEC-2025"
"VERITAAS","SM","    134.55","17-DEC-2024","     51.35","26-NOV-2025"
"VERTEXPLUS","SM","    149.80","08-OCT-2025","     73.40","20-FEB-2025"
"VERTIS","IV","    110.10","04-DEC-2025","     98.20","01-SEP-2025"
"VERTOZ","EQ","    111.33","21-JUL-2025","      7.83","01-APR-2025"
"VESUVIUS","EQ","    646.00","10-JUN-2025","    356.13","19-FEB-2025"
"VETO","EQ","    149.00","20-JAN-2025","     92.60","03-MAR-2025"
"VGINFOTECH","SM","    208.00","31-JUL-2025","    146.00","08-DEC-2025"
"VGL","EQ","    196.95","21-AUG-2025","     95.62","16-DEC-2024"
"VGUARD","EQ","    450.00","01-JAN-2025","    300.00","04-MAR-2025"
"VHL","EQ","   5168.00","17-DEC-2024","   2850.00","03-MAR-2025"
"VHLTD","BE","    134.45","21-OCT-2025","     93.05","25-JUN-2025"
"VIAZ","SM","     99.55","12-SEP-2025","     49.30","08-MAY-2025"
"VIDHIING","EQ","    569.15","17-DEC-2024","    272.05","12-DEC-2025"
"VIDYAWIRES","EQ","     58.45","10-DEC-2025","     48.78","15-DEC-2025"
"VIESL","ST","    307.90","27-NOV-2025","    111.95","03-MAR-2025"
"VIGOR","SM","     98.00","25-SEP-2025","     76.05","17-NOV-2025"
"VIJAYA","EQ","   1275.00","13-JAN-2025","    740.00","17-FEB-2025"
"VIJAYPD","SM","     55.50","23-OCT-2025","     35.00","07-OCT-2025"
"VIJIFIN","EQ","      4.60","22-JUL-2025","      1.99","01-APR-2025"
"VIKASECO","EQ","      3.50","17-DEC-2024","      1.45","25-NOV-2025"
"VIKASLIFE","EQ","      4.73","17-DEC-2024","      1.74","09-DEC-2025"
"VIKRAMSOLR","EQ","    407.95","10-SEP-2025","    228.10","09-DEC-2025"
"VIKRAN","EQ","    118.40","20-NOV-2025","     90.38","09-DEC-2025"
"VILAS","SM","    673.70","12-JUN-2025","    291.00","18-MAR-2025"
"VILINBIO","SM","     32.50","24-APR-2025","     16.25","27-DEC-2024"
"VIMTALABS","EQ","    902.65","05-SEP-2025","    391.85","27-JAN-2025"
"VINATIORGA","EQ","   2040.00","08-JUL-2025","   1412.50","07-APR-2025"
"VINCOFE","EQ","    174.50","17-NOV-2025","     75.00","03-MAR-2025"
"VINDHYATEL","EQ","   2167.45","16-DEC-2024","   1160.30","07-APR-2025"
"VINEETLAB","EQ","     64.69","27-DEC-2024","     26.51","09-MAY-2025"
"VINNY","EQ","      2.14","16-DEC-2024","      1.19","18-NOV-2025"
"VINSYS","SM","    475.00","19-SEP-2025","    300.00","03-MAR-2025"
"VINYAS","SM","   1440.00","22-JUL-2025","    575.80","03-MAR-2025"
"VINYLINDIA","EQ","    385.60","16-DEC-2024","    215.10","03-MAR-2025"
"VIPCLOTHNG","EQ","     51.85","24-DEC-2024","     28.00","28-MAR-2025"
"VIPIND","EQ","    497.70","03-JAN-2025","    248.35","07-APR-2025"
"VIPULLTD","EQ","     28.00","17-DEC-2024","      7.38","03-DEC-2025"
"VIRINCHI","BE","     32.80","30-DEC-2024","     19.46","07-APR-2025"
"VISAKAIND","EQ","    107.00","09-JAN-2025","     55.05","07-APR-2025"
"VISAMAN","ST","    129.30","28-OCT-2025","     34.00","12-JUN-2025"
"VISASTEEL","BE","     73.68","17-OCT-2025","     28.20","18-JUN-2025"
"VISHNU","EQ","    595.80","01-AUG-2025","    336.00","07-APR-2025"
"VISHNUINFR","SM","    305.00","16-DEC-2024","    145.00","06-NOV-2025"
"VISHWARAJ","EQ","     16.25","08-JAN-2025","      6.42","09-DEC-2025"
"VISHWAS","SM","     91.90","03-JAN-2025","     41.60","09-DEC-2025"
"VITAL","SM","     77.60","19-DEC-2024","     48.10","28-MAR-2025"
"VIVIANA","SM","   1162.50","13-OCT-2025","    373.75","05-MAR-2025"
"VIVIDHA","EQ","      1.14","16-DEC-2024","       .60","18-AUG-2025"
"VIVO","SM","     84.90","01-JAN-2025","     62.00","14-MAY-2025"
"VLEGOV","EQ","    197.77","06-JAN-2025","     18.21","11-NOV-2025"
"VLINFRA","SM","     63.45","21-APR-2025","     22.15","09-DEC-2025"
"VLSFINANCE","EQ","    368.20","16-DEC-2024","    186.90","04-MAR-2025"
"VMARCIND","SM","    805.00","12-NOV-2025","    200.30","27-MAR-2025"
"VMART","EQ","   1009.83","03-JAN-2025","    676.04","17-MAR-2025"
"VMM","EQ","    157.60","26-AUG-2025","     95.99","28-FEB-2025"
"VMSTMT","EQ","    105.00","24-SEP-2025","     50.59","09-DEC-2025"
"VOLERCAR","ST","    255.00","03-NOV-2025","     77.40","04-MAR-2025"
"VOLTAMP","EQ","  10940.00","16-DEC-2024","   6051.00","03-MAR-2025"
"VOLTAS","EQ","   1859.40","03-JAN-2025","   1135.00","01-FEB-2025"
"VPRPL","EQ","    345.75","17-DEC-2024","     70.98","11-DEC-2025"
"VR","SM","    337.05","06-JAN-2025","    157.00","11-DEC-2025"
"VRAJ","EQ","    239.52","16-DEC-2024","    121.41","15-DEC-2025"
"VRLLOG","EQ","    324.50","17-JUL-2025","    216.60","28-JAN-2025"
"VSCL","SM","     46.90","27-DEC-2024","     17.55","15-DEC-2025"
"VSSL","EQ","    324.00","28-OCT-2025","    178.00","17-MAR-2025"
"VSTIND","EQ","    367.85","16-DEC-2024","    239.40","09-DEC-2025"
"VSTL","EQ","    235.99","16-DEC-2024","    117.02","09-DEC-2025"
"VSTTILLERS","EQ","   6149.00","03-NOV-2025","   3082.00","03-MAR-2025"
"VTL","EQ","    563.95","16-DEC-2024","    361.10","04-MAR-2025"
"WAAREEENER","EQ","   3865.00","12-SEP-2025","   1863.00","07-APR-2025"
"WAAREEINDO","BE","    725.00","13-OCT-2025","    165.07","19-JUN-2025"
"WAAREERTL","EQ","   1358.00","27-OCT-2025","    841.15","09-APR-2025"
"WABAG","EQ","   1915.55","17-DEC-2024","   1114.00","28-JAN-2025"
"WAKEFIT","EQ","    203.50","15-DEC-2025","    177.00","15-DEC-2025"
"WALCHANNAG","EQ","    304.00","30-DEC-2024","    142.79","04-MAR-2025"
"WALPAR","SM","     53.30","12-JUN-2025","     37.70","02-DEC-2025"
"WANBURY","EQ","    329.70","16-MAY-2025","    154.01","03-MAR-2025"
"WCIL","EQ","    147.29","22-SEP-2025","     65.10","07-APR-2025"
"WEALTH","EQ","   1660.00","16-DEC-2024","    801.20","15-MAY-2025"
"WEBELSOLAR","EQ","    186.50","08-JAN-2025","     80.35","05-MAR-2025"
"WEIZMANIND","EQ","    155.00","23-DEC-2024","     98.11","10-DEC-2025"
"WEL","EQ","    200.00","10-FEB-2025","    123.15","30-SEP-2025"
"WELCORP","EQ","    994.00","10-JUN-2025","    664.30","07-APR-2025"
"WELENT","EQ","    655.00","08-JAN-2025","    400.05","28-FEB-2025"
"WELINV","EQ","   1479.90","02-DEC-2025","    597.55","03-MAR-2025"
"WELSPUNLIV","EQ","    180.70","16-DEC-2024","    104.80","07-APR-2025"
"WENDT","EQ","  17498.55","18-DEC-2024","   7575.00","09-DEC-2025"
"WESTLIFE","EQ","    893.35","04-FEB-2025","    531.20","19-NOV-2025"
"WEWIN","BE","     98.90","02-JAN-2025","     37.70","18-MAR-2025"
"WEWORK","EQ","    664.00","03-NOV-2025","    577.70","02-DEC-2025"
"WHEELS","EQ","    978.50","23-OCT-2025","    543.60","03-MAR-2025"
"WHIRLPOOL","EQ","   1981.10","20-DEC-2024","    887.70","09-DEC-2025"
"WHITEFORCE","SM","     94.80","13-AUG-2025","     54.85","24-JUL-2025"
"WILLAMAGOR","EQ","     42.80","17-DEC-2024","     25.31","17-MAR-2025"
"WINDLAS","EQ","   1140.00","17-APR-2025","    665.10","19-FEB-2025"
"WINDMACHIN","EQ","    430.20","16-DEC-2024","    230.56","03-MAR-2025"
"WINNY","SM","    346.50","14-JAN-2025","     54.00","10-DEC-2025"
"WINSOL","SM","    320.00","08-JAN-2025","    151.05","09-DEC-2025"
"WINSOME","BZ","      3.88","16-DEC-2024","      1.58","16-APR-2025"
"WIPL","EQ","    270.00","20-DEC-2024","    137.90","13-JUN-2025"
"WIPRO","EQ","    324.60","23-JAN-2025","    228.00","07-APR-2025"
"WOCKPHARMA","EQ","   1868.80","12-JUN-2025","   1110.05","28-FEB-2025"
"WOL3D","ST","    209.95","20-NOV-2025","     97.00","13-MAR-2025"
"WOMANCART","SM","    437.15","14-JAN-2025","    211.15","13-MAY-2025"
"WONDERLA","EQ","    854.20","16-DEC-2024","    519.00","14-NOV-2025"
